n;RN;AVL;B-1;B-5;B-10
838;10297;26410;19669;15503;15496
839;10312;26400;19817;15554;15494
840;10290;26406;19757;15571;15545
841;10339;26500;19818;15584;15561
842;10305;26458;19819;15620;15567
843;10357;26665;19908;15655;15602
844;10338;26536;19829;15633;15591
845;10401;26655;19908;15684;15631
846;10398;26666;19968;15729;15667
847;10367;26674;19925;15750;15683
848;10446;26768;19968;15763;15712
849;10432;26827;19993;15795;15703
850;10433;26782;20049;15741;15738
851;10478;26900;20115;15834;15769
852;10497;26899;20148;15818;15769
853;10490;26912;20083;15855;15798
854;10452;26891;20142;15857;15818
855;10476;26976;20144;15909;15834
856;10524;26974;20251;15880;15877
857;10556;27058;20238;15911;15884
858;10589;27083;20264;15959;15900
859;10546;27126;20273;15982;15938
860;10572;27085;20336;16030;15946
861;10613;27263;20354;16056;15950
862;10610;27314;20389;16042;16005
863;10611;27262;20392;16052;15990
864;10600;27295;20375;16102;16022
865;10711;27400;20412;16122;16067
866;10635;27377;20447;16126;16061
867;10678;27429;20462;16138;16087
868;10706;27475;20486;16139;16098
869;10712;27510;20545;16180;16138
870;10727;27599;20591;16218;16158
871;10719;27581;20610;16212;16138
872;10738;27592;20619;16222;16188
873;10775;27653;20609;16264;16220
874;10721;27628;20683;16299;16234
875;10825;27757;20740;16309;16254
876;10792;27770;20680;16343;16273
877;10837;27801;20732;16335;16288
878;10819;27837;20795;16384;16299
879;10880;27965;20805;16408;16332
880;10828;27856;20807;16423;16367
881;10872;27877;20876;16454;16359
882;10896;27948;20882;16479;16407
883;10881;27982;20885;16474;16400
884;10930;28042;20876;16519;16429
885;10946;28039;20974;16539;16434
886;10970;28093;21032;16545;16469
887;10957;28106;21035;16573;16489
888;10994;28251;20991;16608;16543
889;10973;28284;21042;16609;16530
890;11003;28248;21074;16585;16544
891;11075;28272;21133;16581;16578
892;11045;28331;21159;16674;16600
893;11029;28346;21121;16685;16632
894;11090;28382;21158;16701;16623
895;11049;28520;21254;16716;16654
896;11047;28510;21269;16748;16705
897;11077;28487;21257;16779;16719
898;11137;28520;21322;16812;16734
899;11135;28613;21336;16840;16741
900;11136;28590;21362;16844;16775
901;11145;28720;21367;16854;16792
902;11150;28680;21396;16858;16810
903;11177;28614;21440;16910;16813
904;11174;28738;21470;16935;16838
905;11245;28848;21457;16951;16825
906;11231;28863;21492;16973;16900
907;11260;28868;21561;16987;16909
908;11249;28918;21547;16999;16948
909;11215;28893;21584;17016;16899
910;11277;28968;21603;17054;16964
911;11270;29018;21664;17065;17002
912;11324;29055;21624;17106;17018
913;11286;29008;21695;17073;17057
914;11317;29130;21715;17121;17034
915;11300;29179;21732;17131;17074
916;11367;29240;21762;17175;17073
917;11405;29335;21740;17200;17115
918;11321;29215;21860;17223;17130
919;11392;29293;21840;17248;17167
920;11466;29418;21886;17253;17178
921;11483;29371;21926;17311;17206
922;11458;29379;21948;17312;17222
923;11444;29443;22012;17334;17204
924;11452;29506;22008;17345;17268
925;11480;29564;22004;17356;17294
926;11464;29589;22019;17374;17310
927;11468;29566;22073;17410;17302
928;11500;29614;22103;17397;17337
929;11538;29620;22130;17420;17340
930;11528;29719;22133;17480;17397
931;11566;29728;22171;17500;17395
932;11605;29771;22183;17517;17402
933;11595;29816;22197;17542;17439
934;11547;29753;22366;17577;17463
935;11601;29867;22300;17572;17450
936;11611;29943;22326;17600;17485
937;11630;30073;22330;17644;17548
938;11628;29973;22358;17629;17542
939;11678;29983;22320;17666;17561
940;11679;29970;22435;17710;17584
941;11639;30035;22406;17678;17614
942;11697;30054;22493;17722;17630
943;11708;30172;22508;17763;17647
944;11774;30226;22523;17749;17642
945;11740;30271;22518;17756;17694
946;11779;30261;22617;17798;17690
947;11763;30251;22714;17805;17723
948;11776;30294;22633;17841;17788
949;11808;30413;22654;17870;17765
950;11783;30461;22660;17915;17789
951;11863;30467;22713;17908;17806
952;11854;30480;22752;17913;17810
953;11867;30529;22777;17950;17843
954;11933;30632;22798;18003;17870
955;11905;30656;22806;17968;17886
956;11891;30616;22800;18022;17919
957;11931;30697;22887;18067;17914
958;11929;30730;22874;18056;17947
959;12014;30828;22903;18049;17969
960;11948;30812;22967;18094;17985
961;11987;30791;23006;18103;18030
962;11992;30922;23027;18117;18029
963;12006;30846;23056;18167;18055
964;12045;30943;23046;18222;18049
965;12069;30995;23009;18191;18093
966;12045;31052;23083;18258;18127
967;12043;31037;23130;18275;18133
968;12105;31090;23204;18259;18142
969;12140;31159;23183;18346;18191
970;12123;31185;23180;18326;18192
971;12142;31243;23271;18311;18214
972;12161;31231;23311;18365;18242
973;12158;31283;23252;18345;18270
974;12143;31257;23321;18386;18273
975;12181;31328;23361;18400;18278
976;12132;31378;23430;18441;18328
977;12195;31449;23361;18472;18345
978;12220;31472;23405;18441;18373
979;12222;31429;23500;18510;18384
980;12214;31497;23463;18516;18397
981;12245;31507;23507;18532;18422
982;12288;31582;23537;18574;18432
983;12333;31694;23506;18579;18455
984;12294;31644;23575;18597;18498
985;12318;31661;23636;18633;18489
986;12320;31729;23629;18658;18532
987;12328;31754;23683;18691;18532
988;12329;31776;23670;18705;18556
989;12360;31808;23693;18742;18597
990;12376;31934;23820;18769;18615
991;12401;31852;23792;18737;18618
992;12398;31927;23814;18754;18625
993;12484;32048;23866;18782;18684
994;12459;32062;23864;18818;18715
995;12472;32147;23884;18861;18703
996;12467;32162;23950;18866;18724
997;12448;32147;23959;18883;18731
998;12467;32171;24006;18932;18785
999;12502;32261;23924;18952;18784
1000;12566;32269;23965;18949;18803
