n;RN;AVL;B-1;B-5;B-10
871;2473;10441;8591;8250;8146
872;2442;10468;8601;8274;8181
873;2440;10486;8595;8276;8150
874;2475;10508;8643;8289;8172
875;2467;10498;8670;8297;8193
876;2451;10530;8664;8350;8211
877;2471;10518;8652;8310;8195
878;2475;10527;8648;8350;8221
879;2461;10548;8691;8333;8230
880;2483;10581;8661;8357;8233
881;2489;10597;8716;8371;8250
882;2491;10617;8750;8367;8257
883;2503;10615;8723;8373;8259
884;2488;10631;8743;8400;8292
885;2484;10633;8790;8415;8299
886;2476;10644;8785;8432;8308
887;2510;10687;8745;8415;8291
888;2500;10666;8768;8439;8324
889;2506;10725;8814;8443;8328
890;2495;10682;8812;8451;8346
891;2495;10707;8802;8480;8380
892;2500;10704;8787;8480;8349
893;2524;10748;8863;8512;8393
894;2494;10772;8843;8529;8417
895;2537;10800;8880;8520;8395
896;2538;10786;8886;8517;8424
897;2530;10782;8897;8532;8425
898;2520;10817;8893;8539;8418
899;2501;10819;8889;8537;8462
900;2524;10888;8937;8615;8469
901;2534;10858;8903;8570;8478
902;2543;10915;8975;8573;8454
903;2549;10854;8946;8603;8479
904;2583;10919;8982;8624;8510
905;2509;10893;9015;8621;8514
906;2554;10968;9022;8647;8526
907;2547;10960;9001;8647;8533
908;2544;10965;9075;8653;8522
909;2547;10957;9038;8658;8556
910;2540;10991;9055;8709;8574
911;2549;10985;9039;8706;8591
912;2563;11009;9080;8693;8598
913;2545;11040;9090;8698;8597
914;2581;11051;9084;8733;8591
915;2576;11027;9120;8746;8617
916;2590;11086;9092;8746;8645
917;2586;11072;9143;8749;8653
918;2571;11071;9169;8777;8677
919;2576;11122;9119;8774;8660
920;2561;11125;9194;8785;8705
921;2599;11138;9177;8798;8685
922;2595;11139;9180;8842;8685
923;2600;11151;9241;8806;8707
924;2604;11207;9225;8829;8730
925;2575;11171;9219;8844;8711
926;2630;11227;9226;8836;8752
927;2646;11227;9241;8846;8753
928;2646;11230;9280;8875;8763
929;2639;11259;9260;8881;8773
930;2631;11298;9318;8915;8785
931;2610;11274;9301;8897;8806
932;2630;11272;9243;8926;8787
933;2629;11285;9268;8929;8813
934;2626;11322;9347;8934;8814
935;2642;11341;9337;8980;8822
936;2625;11329;9372;8940;8853
937;2641;11366;9355;8977;8868
938;2638;11385;9363;8996;8878
939;2614;11365;9406;9010;8896
940;2650;11391;9403;9003;8911
941;2669;11406;9395;9034;8908
942;2641;11398;9430;9045;8902
943;2654;11418;9441;9049;8950
944;2661;11462;9418;9037;8934
945;2648;11440;9435;9077;8975
946;2635;11475;9478;9087;8981
947;2660;11459;9491;9093;8969
948;2673;11513;9441;9095;8958
949;2681;11516;9527;9089;8986
950;2670;11527;9514;9115;9014
951;2665;11553;9548;9149;9021
952;2683;11553;9528;9110;9002
953;2682;11550;9571;9165;9030
954;2689;11587;9625;9152;9047
955;2688;11613;9549;9165;9056
956;2680;11607;9589;9188;9065
957;2716;11614;9605;9191;9071
958;2715;11627;9572;9209;9093
959;2703;11657;9642;9209;9104
960;2723;11692;9637;9257;9128
961;2689;11658;9673;9230;9140
962;2709;11719;9640;9243;9150
963;2738;11703;9693;9264;9136
964;2688;11716;9652;9280;9151
965;2743;11743;9650;9285;9181
966;2709;11726;9714;9292;9193
967;2713;11763;9719;9328;9206
968;2720;11763;9693;9340;9186
969;2746;11804;9732;9357;9226
970;2708;11787;9781;9368;9229
971;2721;11793;9788;9333;9216
972;2763;11818;9761;9342;9228
973;2731;11837;9806;9375;9270
974;2763;11843;9777;9363;9277
975;2742;11861;9798;9393;9278
976;2740;11890;9776;9436;9302
977;2726;11871;9836;9450;9289
978;2757;11875;9853;9426;9357
979;2779;11926;9805;9454;9334
980;2768;11928;9843;9469;9352
981;2782;11952;9853;9452;9351
982;2748;11973;9970;9458;9384
983;2763;11972;9974;9485;9372
984;2773;12006;9908;9495;9380
985;2774;12022;9924;9512;9406
986;2773;12027;9973;9497;9405
987;2750;12019;9954;9527;9414
988;2771;12019;9957;9516;9445
989;2801;12083;9962;9542;9447
990;2780;12082;9972;9561;9460
991;2778;12073;10050;9541;9469
992;2792;12104;9945;9584;9473
993;2790;12120;10005;9619;9522
994;2795;12135;10027;9595;9487
995;2813;12163;10016;9623;9487
996;2816;12171;10071;9659;9539
997;2789;12138;10081;9631;9517
998;2798;12222;10104;9652;9542
999;2812;12213;10036;9648;9603
1000;2834;12183;10104;9676;9556
