n;RN;AVL;B-1;B-5;B-10
842;10329;17337;19827;15581;15616
843;10287;17280;19902;15648;15605
844;10396;17429;19877;15667;15631
845;10380;17427;19886;15698;15643
846;10401;17405;19939;15718;15643
847;10434;17446;19940;15747;15685
848;10456;17479;20007;15745;15695
849;10422;17470;20027;15762;15705
850;10492;17549;20059;15796;15722
851;10436;17449;20103;15816;15780
852;10532;17575;20122;15856;15761
853;10477;17554;20119;15851;15790
854;10469;17554;20155;15844;15832
855;10443;17549;20146;15863;15854
856;10554;17603;20208;15908;15842
857;10516;17717;20191;15944;15892
858;10509;17613;20241;15925;15911
859;10538;17745;20229;15964;15918
860;10546;17715;20280;15987;15949
861;10624;17754;20295;16018;15971
862;10579;17732;20311;16026;15981
863;10657;17793;20375;16102;15980
864;10627;17816;20409;16086;16020
865;10645;17889;20418;16082;16043
866;10660;17869;20439;16122;16067
867;10648;17902;20526;16178;16096
868;10702;18001;20579;16153;16105
869;10667;17940;20564;16173;16134
870;10695;17941;20564;16200;16140
871;10752;18036;20560;16247;16156
872;10787;18070;20625;16245;16192
873;10766;18081;20688;16269;16219
874;10821;18141;20754;16270;16246
875;10784;18084;20726;16325;16262
876;10805;18112;20759;16298;16281
877;10859;18154;20803;16372;16277
878;10858;18185;20738;16358;16324
879;10837;18166;20828;16391;16345
880;10881;18166;20850;16433;16357
881;10880;18232;20906;16423;16386
882;10904;18261;20904;16468;16406
883;10817;18183;20910;16516;16399
884;10894;18301;20951;16490;16436
885;10934;18333;20989;16511;16446
886;10930;18347;20975;16532;16490
887;10947;18362;21033;16579;16488
888;11019;18417;20990;16564;16529
889;10943;18444;21118;16598;16552
890;11048;18507;21099;16608;16554
891;11036;18438;21123;16641;16586
892;11038;18498;21122;16660;16585
893;11042;18547;21120;16714;16611
894;11092;18555;21191;16705;16646
895;11049;18524;21310;16720;16645
896;11105;18591;21225;16748;16676
897;11064;18633;21281;16767;16693
898;11143;18622;21239;16789;16704
899;11106;18694;21317;16826;16723
900;11160;18706;21349;16823;16763
901;11154;18727;21365;16864;16757
902;11149;18693;21473;16853;16800
903;11250;18812;21480;16879;16814
904;11153;18726;21470;16919;16848
905;11192;18773;21474;16938;16868
906;11181;18763;21518;16965;16871
907;11244;18890;21530;16998;16928
908;11217;18897;21572;17001;16916
909;11201;18920;21674;17029;16948
910;11302;18910;21651;17031;16969
911;11280;18959;21657;17082;16982
912;11329;18962;21698;17099;17011
913;11293;19032;21739;17088;17034
914;11338;19044;21822;17121;17039
915;11350;19072;21756;17139;17076
916;11338;19015;21751;17167;17093
917;11349;19134;21787;17221;17125
918;11353;19070;21903;17217;17135
919;11398;19165;21871;17214;17136
920;11397;19144;21990;17235;17164
921;11376;19210;21902;17265;17188
922;11506;19256;21909;17263;17212
923;11413;19216;22015;17337;17219
924;11459;19249;21989;17333;17243
925;11505;19321;22032;17354;17267
926;11508;19313;22049;17374;17277
927;11492;19321;22093;17380;17314
928;11496;19382;22101;17435;17333
929;11559;19407;22087;17443;17362
930;11558;19426;22150;17478;17384
931;11550;19398;22087;17435;17397
932;11612;19509;22233;17499;17422
933;11614;19506;22213;17517;17441
934;11661;19567;22285;17542;17460
935;11587;19493;22321;17579;17492
936;11616;19529;22294;17573;17490
937;11692;19570;22334;17640;17538
938;11655;19591;22446;17655;17539
939;11663;19645;22349;17634;17572
940;11697;19645;22396;17653;17599
941;11725;19713;22485;17702;17589
942;11749;19664;22510;17712;17614
943;11704;19692;22450;17749;17654
944;11775;19730;22513;17781;17668
945;11782;19761;22558;17764;17691
946;11720;19762;22582;17787;17706
947;11807;19813;22543;17810;17707
948;11836;19866;22644;17830;17739
949;11799;19869;22620;17869;17768
950;11810;19894;22737;17894;17794
951;11845;19898;22690;17900;17801
952;11874;19903;22749;17924;17825
953;11876;19937;22761;17926;17861
954;11840;19966;22795;17998;17893
955;11870;19973;22814;18009;17877
956;11937;19994;22852;18035;17928
957;11927;20059;22849;18058;17921
958;11940;20100;22901;18081;17934
959;11911;20119;22907;18075;17957
960;12034;20111;22988;18106;17992
961;12044;20132;22977;18087;18011
962;11999;20117;23032;18154;18045
963;11967;20188;23093;18160;18044
964;11995;20158;23033;18203;18082
965;12051;20279;23042;18175;18080
966;12072;20297;23091;18201;18102
967;12082;20285;23115;18269;18151
968;12064;20345;23147;18254;18154
969;12085;20328;23201;18258;18167
970;12125;20316;23206;18325;18196
971;12074;20366;23223;18331;18209
972;12169;20446;23315;18369;18246
973;12143;20432;23270;18407;18245
974;12160;20475;23342;18350;18278
975;12214;20502;23329;18417;18295
976;12136;20459;23425;18440;18330
977;12226;20553;23422;18459;18352
978;12305;20610;23487;18504;18346
979;12196;20532;23405;18508;18368
980;12261;20618;23474;18519;18403
981;12286;20619;23459;18562;18446
982;12268;20593;23540;18555;18433
983;12313;20660;23566;18575;18466
984;12318;20693;23621;18647;18485
985;12286;20730;23608;18633;18519
986;12334;20762;23629;18652;18508
987;12313;20679;23656;18638;18553
988;12397;20814;23655;18706;18568
989;12408;20845;23695;18724;18584
990;12383;20820;23748;18737;18604
991;12343;20814;23691;18745;18635
992;12403;20924;23709;18779;18664
993;12433;20904;23873;18814;18666
994;12429;20897;23871;18823;18687
995;12414;20938;23865;18821;18722
996;12477;21013;23934;18833;18762
997;12464;21060;24029;18918;18735
998;12449;21024;23928;18917;18780
999;12498;21044;24007;18934;18790
