n;RN;AVL;B-1;B-5;B-10
954;0;0;14350;10873;10501
955;0;0;14451;11015;10577
956;0;0;14440;10953;10483
957;0;0;14734;11074;10667
958;0;0;14652;11070;10718
959;0;0;14853;11189;10687
960;0;0;14598;11073;10648
961;0;0;15006;11271;10670
962;0;0;15042;11175;10632
963;0;0;14600;11150;10560
964;0;0;15064;10956;10552
965;0;0;15018;11207;10777
966;0;0;14450;11022;10602
967;0;0;15028;11185;10801
968;0;0;14907;11380;10883
969;0;0;14824;11367;10582
970;0;0;14834;11174;10819
971;0;0;14548;11191;10711
972;0;0;14685;11403;10801
973;0;0;15307;11277;10840
974;0;0;14958;11280;10833
975;0;0;14982;11344;10901
976;0;0;15014;11372;10846
977;0;0;14986;11212;10811
978;0;0;14911;11193;10842
979;0;0;15050;11225;10923
980;0;0;15010;11238;10795
981;0;0;14611;11460;10942
982;0;0;15026;11201;10772
983;0;0;15176;11520;10951
984;0;0;15583;11448;11026
985;0;0;15202;11573;11120
986;0;0;15167;11556;11075
987;0;0;14892;11180;10873
988;0;0;15381;11661;11048
989;0;0;15533;11526;11005
990;0;0;15462;11564;11077
991;0;0;15214;11640;11079
992;0;0;15363;11703;11111
993;0;0;15375;11548;11094
994;0;0;15558;11670;11146
995;0;0;15639;11614;11134
996;0;0;15714;11730;11215
997;0;0;15203;11587;11082
998;0;0;15565;11675;11118
999;0;0;15477;11760;11202
